"","X","ID","Age","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Complain","Country","total_children","total_amount","total_num_purchase","age_class","income_class"
"145",144,10641,43,"Graduation","Single",7500,1,1,"12/27/12",5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,"SP",2,57,6,"Gen-X","Poor"
"146",145,624,37,"Master","Single",18890,0,0,"11/10/12",5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,1,0,"SA",0,35,3,"Millennials","Poor"
"147",146,4211,35,"Basic","Married",20425,1,0,"10/29/12",5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,"CA",1,57,5,"Millennials","Poor"
"148",147,1407,35,"Basic","Married",20425,1,0,"10/29/12",5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,"GER",1,57,5,"Millennials","Poor"
"149",148,10356,64,"PhD","Divorced",41437,1,1,"9/22/12",5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,"SP",2,32,4,"Boomers","Lower-Middle"
"150",149,9323,72,"Master","Together",49912,0,1,"9/7/12",5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,1,0,"ME",1,874,22,"Boomers","Lower-Middle"
"151",150,1146,72,"Master","Together",49912,0,1,"9/7/12",5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,1,0,"AUS",1,874,22,"Boomers","Lower-Middle"
"152",151,6343,62,"Graduation","Married",79823,0,1,"3/31/14",6,835,73,380,114,73,43,1,6,9,7,2,0,1,0,0,0,0,0,"AUS",1,1518,22,"Boomers","Middle"
"153",152,8545,67,"Graduation","Divorced",85683,0,0,"3/21/14",6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,1,0,"SP",0,1789,16,"Boomers","Middle"
"154",153,8275,56,"PhD","Divorced",47025,1,1,"2/9/14",6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,"SP",2,20,3,"Gen-X","Lower-Middle"
"155",154,10673,45,"PhD","Married",68397,0,1,"11/17/13",6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,"SA",1,1416,20,"Gen-X","Middle"
"156",155,8799,37,"PhD","Married",38175,1,0,"9/23/13",6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,"SP",1,153,8,"Millennials","Lower-Middle"
"157",156,67,49,"Master","Single",46423,1,1,"9/18/13",6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,"SP",2,92,6,"Gen-X","Lower-Middle"
"158",157,9923,49,"Master","Single",46423,1,1,"9/18/13",6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,"SP",2,92,6,"Gen-X","Lower-Middle"
"159",158,2814,45,"Master","Together",30560,1,0,"6/27/13",6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,"SA",1,31,4,"Gen-X","Lower-Middle"
"160",159,2711,45,"Master","Together",30560,1,0,"6/27/13",6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,"CA",1,31,4,"Gen-X","Lower-Middle"
"161",160,4320,42,"Graduation","Single",60152,0,1,"3/28/13",6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,"SP",1,943,22,"Millennials","Middle"
"162",161,10451,56,"Graduation","Together",29672,1,1,"3/12/13",6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,"SA",2,25,3,"Gen-X","Poor"
"163",162,4198,56,"Graduation","Together",29672,1,1,"3/12/13",6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,"SP",2,25,3,"Gen-X","Poor"
"164",163,10814,74,"Graduation","Together",70321,0,0,"1/16/13",6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,1,0,"SP",0,1376,24,"Boomers","Middle"
"165",164,944,59,"Graduation","Married",56181,0,1,"1/8/13",6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,"SP",1,393,13,"Boomers","Middle"
"166",165,8151,31,"Basic","Married",24279,0,0,"12/29/12",6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,"SP",0,263,8,"Millennials","Poor"
"167",166,6184,52,"PhD","Married",68462,0,0,"12/12/12",6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,"SP",0,1670,14,"Gen-X","Middle"
"168",167,3498,45,"PhD","Married",55424,0,1,"11/25/12",6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,1,0,"SP",1,877,21,"Gen-X","Middle"
"169",168,2870,48,"Graduation","Married",49094,0,1,"9/21/12",6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,"SP",1,502,15,"Gen-X","Lower-Middle"
"170",169,7342,60,"2n Cycle","Widow",59184,0,1,"9/9/12",6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,"SP",1,1072,24,"Boomers","Middle"
"171",170,1911,34,"Graduation","Together",67430,0,0,"9/5/12",6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,"GER",0,1364,28,"Millennials","Middle"
"172",171,10862,61,"Master","Married",30522,0,1,"8/17/12",6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,"SP",1,326,12,"Boomers","Lower-Middle"
"173",172,2546,44,"2n Cycle","Single",31878,0,1,"6/22/14",7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,"SP",1,70,5,"Gen-X","Lower-Middle"
"174",173,3005,29,"Graduation","Single",83528,0,0,"5/1/14",7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,1,0,"SP",0,1650,22,"Millennials","Middle"
"175",174,8318,42,"Graduation","Together",90300,0,0,"1/3/14",7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,"SP",0,1738,19,"Millennials","Middle"
"176",175,2930,43,"Master","Single",68092,0,0,"12/16/13",7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,"SA",0,1281,18,"Gen-X","Middle"
"177",176,8216,49,"Master","Married",53761,1,1,"10/11/13",7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,"AUS",2,325,11,"Gen-X","Middle"
"178",177,1212,48,"Graduation","Married",52845,1,0,"8/13/13",7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0,"SP",1,936,22,"Gen-X","Middle"
"179",178,2541,45,"Graduation","Married",24027,1,0,"6/9/13",7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,"SP",1,48,5,"Gen-X","Poor"
"180",179,10659,42,"2n Cycle","Together",7500,1,0,"5/7/13",7,2,8,11,3,8,21,4,3,2,2,7,0,0,0,0,0,0,0,"IND",1,53,7,"Millennials","Poor"
"181",180,10905,66,"Graduation","Together",42586,1,1,"10/29/12",7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,1,0,"SP",2,252,11,"Boomers","Lower-Middle"
"182",181,8910,66,"Graduation","Together",42586,1,1,"10/29/12",7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,1,0,"SP",2,252,11,"Boomers","Lower-Middle"
"183",182,7349,48,"Basic","Together",9722,1,0,"10/2/12",7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,1,0,"SP",1,103,7,"Gen-X","Poor"
"184",183,7872,46,"PhD","Married",86836,0,0,"9/12/12",7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,1,0,"SP",0,557,22,"Gen-X","Middle"
"185",184,4290,49,"Graduation","Married",30467,1,0,"3/19/14",8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,"CA",1,24,3,"Gen-X","Lower-Middle"
"186",185,7408,69,"PhD","Married",54549,0,1,"3/3/14",8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,0,"SA",1,233,10,"Boomers","Middle"
"187",186,9986,39,"Graduation","Together",19444,1,0,"2/22/14",8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,1,0,"SA",1,54,7,"Millennials","Poor"
"188",187,8235,65,"Master","Together",69245,0,1,"1/24/14",8,428,30,214,80,30,61,2,6,5,10,3,0,0,0,0,0,0,0,"SA",1,843,21,"Boomers","Middle"
"189",188,10949,58,"PhD","Divorced",72968,0,0,"12/16/13",8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,1,0,"SP",0,1958,18,"Gen-X","Middle"
"190",189,7284,68,"Graduation","Married",48686,1,2,"12/4/13",8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,"SP",3,20,3,"Boomers","Lower-Middle"
"191",190,9529,31,"Graduation","Married",73687,0,0,"11/28/13",8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,1,0,"SA",0,1627,21,"Millennials","Middle"
"192",191,9930,77,"PhD","Single",82716,0,0,"11/5/13",8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,"CA",0,1167,27,"Boomers","Middle"
"193",192,10270,40,"2n Cycle","Married",35523,1,0,"10/3/13",8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,"GER",1,66,6,"Millennials","Lower-Middle"
"194",193,760,46,"PhD","Divorced",60554,1,0,"8/9/13",8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,"SA",1,811,21,"Gen-X","Middle"
"195",194,5519,65,"Graduation","Together",64090,0,1,"8/7/13",8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,1,0,"SA",1,797,19,"Boomers","Middle"
"196",195,232,56,"Graduation","Single",61559,0,1,"7/17/13",8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,"SP",1,530,16,"Gen-X","Middle"
"197",196,3009,59,"PhD","Widow",71670,0,0,"7/9/13",8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,1,0,"SP",0,1766,14,"Boomers","Middle"
"198",197,6518,70,"PhD","Widow",67680,0,1,"6/11/13",8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,"AUS",1,606,18,"Boomers","Middle"
"199",198,10669,40,"Graduation","Married",54386,0,1,"5/17/13",8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,"SP",1,470,15,"Millennials","Middle"
"200",199,5682,68,"PhD","Single",64108,0,1,"3/23/13",8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,"AUS",1,1099,26,"Boomers","Middle"
"201",200,1570,70,"PhD","Together",69702,0,1,"2/19/13",8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,"SP",1,1039,24,"Boomers","Middle"
"202",201,1497,69,"Graduation","Single",47958,0,1,"1/19/13",8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,0,0,0,0,"SA",1,407,14,"Boomers","Lower-Middle"
"203",202,9723,61,"Graduation","Married",67716,0,1,"1/10/13",8,530,142,217,62,9,56,4,7,4,13,5,0,1,0,0,0,0,0,"CA",1,1016,24,"Boomers","Middle"
"204",203,7261,50,"Graduation","Together",34600,1,1,"1/1/13",8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,1,0,"SP",2,318,12,"Gen-X","Lower-Middle"
"205",204,2452,50,"Graduation","Together",34600,1,1,"1/1/13",8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,1,0,"SP",2,318,12,"Gen-X","Lower-Middle"
"206",205,5621,52,"Graduation","Married",48752,1,1,"12/12/12",8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,1,0,"SP",2,316,12,"Gen-X","Lower-Middle"
"207",206,10995,33,"2n Cycle","Married",15716,1,0,"11/12/12",8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,0,1,"SA",1,92,7,"Millennials","Poor"
"208",207,7373,69,"PhD","Divorced",46610,0,2,"10/29/12",8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,1,0,"AUS",2,302,11,"Boomers","Lower-Middle"
"209",208,5331,44,"Graduation","Married",74985,0,0,"9/11/12",8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,"GER",0,1869,16,"Gen-X","Middle"
"210",209,263,76,"PhD","Single",45576,0,0,"5/28/14",9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,1,0,"SP",0,145,7,"Boomers","Lower-Middle"
"211",210,4619,76,"PhD","Single",113734,0,0,"5/28/14",9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,"SP",0,277,27,"Boomers","Upper-Middle"
"212",211,940,34,"Graduation","Single",57100,1,0,"5/18/14",9,158,11,99,15,11,17,2,3,2,7,3,0,0,0,0,0,0,0,"SA",1,311,12,"Millennials","Middle"
"213",212,10084,49,"Graduation","Married",24434,2,0,"5/18/14",9,3,2,8,20,0,17,2,2,1,2,7,0,0,0,0,0,0,0,"IND",2,50,5,"Gen-X","Poor"
"214",213,6019,50,"PhD","Married",37126,1,0,"3/30/14",9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,1,0,"SP",1,72,5,"Gen-X","Lower-Middle"
"215",214,1463,63,"Graduation","Single",45160,1,1,"3/29/14",9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,"AUS",2,21,3,"Boomers","Lower-Middle"
"216",215,6424,44,"Graduation","Together",33178,1,0,"1/30/14",9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,"SP",1,49,4,"Gen-X","Lower-Middle"
"217",216,8233,71,"Master","Widow",64866,0,1,"1/26/14",9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0,"CA",1,556,17,"Boomers","Middle"
"218",217,1515,46,"Master","Together",34176,0,1,"1/22/14",9,11,2,7,4,2,2,1,1,0,3,3,0,0,0,0,0,0,0,"CA",1,28,4,"Gen-X","Lower-Middle"
"219",218,10855,53,"Master","Single",50014,1,0,"1/22/14",9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,"SP",1,396,13,"Gen-X","Middle"
"220",219,10909,73,"Graduation","Married",92344,0,0,"1/15/14",9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,"AUS",0,1899,20,"Boomers","Middle"
"221",220,3376,51,"Master","Divorced",55282,1,0,"12/13/13",9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,"SP",1,235,10,"Gen-X","Middle"
"222",221,10232,58,"PhD","Divorced",48799,0,1,"11/5/13",9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,"SP",1,331,12,"Gen-X","Lower-Middle"
"223",222,5547,39,"PhD","Married",84169,0,0,"8/7/13",9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,1,0,"SP",0,1919,19,"Millennials","Middle"
"224",223,8362,39,"PhD","Married",84169,0,0,"8/7/13",9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,1,0,"SA",0,1919,19,"Millennials","Middle"
"225",224,3524,50,"Master","Single",39763,1,0,"8/4/13",9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,1,0,"SP",1,167,8,"Gen-X","Lower-Middle"
"226",225,10095,46,"PhD","Divorced",74165,0,0,"5/1/13",9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,"CA",0,1293,19,"Gen-X","Middle"
"227",226,8897,56,"Graduation","Single",42720,1,1,"4/24/13",9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,1,0,"GER",2,654,17,"Gen-X","Lower-Middle"
"228",227,466,77,"Graduation","Married",65275,0,0,"4/3/13",9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,"SP",0,746,20,"Boomers","Middle"
"229",228,11025,60,"Graduation","Married",36443,1,1,"2/3/13",9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,"SP",2,138,7,"Boomers","Lower-Middle"
"230",229,2387,69,"Master","Together",43776,1,1,"2/3/13",9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,1,0,"SA",2,275,11,"Boomers","Lower-Middle"
"231",230,1618,56,"Graduation","Together",56046,0,0,"1/2/13",9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,1,0,"GER",0,692,19,"Gen-X","Middle"
"232",231,25,63,"Graduation","Married",65148,0,1,"11/16/12",9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,"CA",1,1115,19,"Boomers","Middle"
"233",232,3277,66,"Graduation","Divorced",49431,0,1,"8/3/12",9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,"SP",1,365,13,"Boomers","Lower-Middle"
"234",233,8566,60,"PhD","Together",32583,1,1,"6/15/14",10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,"SP",2,9,3,"Boomers","Lower-Middle"
"235",234,2634,42,"Master","Single",16653,1,0,"4/18/14",10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,1,0,"SP",1,69,6,"Millennials","Poor"
"236",235,8036,50,"2n Cycle","Together",26850,1,1,"4/18/14",10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,"SP",2,63,7,"Gen-X","Poor"
"237",236,8159,53,"Graduation","Married",51287,1,1,"4/1/14",10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,"SP",2,182,8,"Gen-X","Middle"
"238",237,7628,48,"2n Cycle","Married",43050,1,0,"3/18/14",10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,"SP",1,76,6,"Gen-X","Lower-Middle"
"239",238,9597,52,"Graduation","Married",73448,0,0,"2/10/14",10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,"CA",0,725,18,"Gen-X","Middle"
"240",239,1384,29,"Basic","Married",17256,1,0,"11/23/13",10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,"US",1,62,5,"Millennials","Poor"
"241",240,10150,60,"Graduation","Single",86429,0,0,"11/21/13",10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,1,0,"SA",0,1449,18,"Boomers","Middle"
"242",241,3885,38,"PhD","Married",33569,1,0,"10/16/13",10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,1,0,"SP",1,63,4,"Millennials","Lower-Middle"
"243",242,11003,41,"2n Cycle","Together",25130,1,0,"10/2/13",10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,"CA",1,50,5,"Millennials","Poor"
"244",243,8026,69,"Graduation","Married",62998,0,1,"9/30/13",10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,"CA",1,463,14,"Boomers","Middle"
"245",244,577,45,"2n Cycle","Together",26907,1,1,"8/20/13",10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,"SP",2,22,4,"Gen-X","Poor"
"246",245,8702,45,"2n Cycle","Together",26907,1,1,"8/20/13",10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,"AUS",2,22,4,"Gen-X","Poor"
"247",246,5429,73,"PhD","Married",45579,0,1,"8/20/13",10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,"SP",1,183,9,"Boomers","Lower-Middle"
"248",247,977,64,"Graduation","Together",47320,0,1,"8/1/13",10,200,19,111,50,15,19,6,5,1,8,6,0,0,0,0,0,0,0,"CA",1,414,14,"Boomers","Lower-Middle"
"249",248,2793,45,"PhD","Divorced",70179,0,1,"7/21/13",10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,"SA",1,1034,23,"Gen-X","Middle"
"250",249,1071,45,"PhD","Divorced",70179,0,1,"7/21/13",10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,"US",1,1034,23,"Gen-X","Middle"
"251",250,5074,35,"Master","Married",28072,1,0,"7/8/13",10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,"CA",1,47,4,"Millennials","Poor"
"252",251,2632,67,"Graduation","Married",50501,1,1,"6/18/13",10,297,0,38,13,0,152,7,5,4,4,6,1,0,0,0,0,1,0,"IND",2,500,13,"Boomers","Middle"
"253",252,6404,52,"Graduation","Together",58917,1,2,"3/24/13",10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,"SA",3,282,11,"Gen-X","Middle"
"254",253,10240,72,"Graduation","Together",69372,0,0,"2/19/13",10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,1,0,"CA",0,1381,20,"Boomers","Middle"
"255",254,2521,50,"Master","Married",35178,1,0,"1/10/13",10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,"SP",1,59,4,"Gen-X","Lower-Middle"
"256",255,4301,50,"Master","Married",35178,1,0,"1/10/13",10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,"AUS",1,59,4,"Gen-X","Lower-Middle"
"257",256,7381,53,"Graduation","Divorced",75693,0,0,"12/6/12",10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,1,0,"SP",0,1442,21,"Gen-X","Middle"
"258",257,2407,39,"Graduation","Married",69109,0,0,"11/9/12",10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,0,"US",0,1555,19,"Millennials","Middle"
"259",258,9064,39,"Graduation","Married",69109,0,0,"11/9/12",10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,0,"SP",0,1555,19,"Millennials","Middle"
"260",259,5067,27,"Graduation","Together",80134,0,0,"2/14/14",11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,"SP",0,1378,20,"Millennials","Middle"
"261",260,10281,51,"Graduation","Divorced",64713,1,0,"2/7/14",11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,1,0,"AUS",1,602,17,"Gen-X","Middle"
"262",261,11191,35,"Graduation","Divorced",41411,0,0,"12/7/13",11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,"SP",0,139,7,"Millennials","Lower-Middle"
"263",262,1994,38,"Graduation","Married",51381.5,1,0,"11/15/13",11,5,5,6,0,2,1,1,1,0,2,7,0,0,0,0,0,0,0,"US",1,19,3,"Millennials","Middle"
"264",263,2552,66,"PhD","Single",55521,1,2,"10/22/13",11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,1,0,"SP",3,446,15,"Boomers","Middle"
"265",264,6720,53,"Master","Together",43795,0,1,"10/16/13",11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,1,0,"SP",1,492,14,"Gen-X","Lower-Middle"
"266",265,4557,51,"Graduation","Together",22070,1,0,"10/4/13",11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,"SA",1,67,6,"Gen-X","Poor"
"267",266,1183,72,"Master","Married",36408,1,1,"9/21/13",11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,"GER",2,22,3,"Boomers","Lower-Middle"
"268",267,4186,71,"Graduation","Together",34026,1,1,"8/5/13",11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,"CA",2,76,6,"Boomers","Lower-Middle"
"269",268,1419,71,"Graduation","Together",34026,1,1,"8/5/13",11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,"SP",2,76,6,"Boomers","Lower-Middle"
"270",269,967,45,"Graduation","Married",46049,1,1,"7/21/13",11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,1,0,"SP",2,515,16,"Gen-X","Lower-Middle"
"271",270,1048,49,"Master","Married",35641,1,0,"7/14/13",11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,1,0,"SA",1,178,8,"Gen-X","Lower-Middle"
"272",271,9262,37,"2n Cycle","Together",32414,0,0,"7/4/13",11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,"SA",0,52,4,"Millennials","Lower-Middle"
"273",272,3427,66,"PhD","Married",59821,0,1,"4/12/13",11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0,"SA",1,734,20,"Boomers","Middle"
"274",273,5892,41,"Graduation","Married",34968,1,0,"4/10/13",11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,0,"SA",1,221,10,"Millennials","Lower-Middle"
"275",274,8911,54,"PhD","Married",56320,0,1,"4/8/13",11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,"SP",1,702,18,"Gen-X","Middle"
"276",275,6606,52,"Master","Married",70091,1,0,"3/31/13",11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,"SP",1,1161,17,"Gen-X","Middle"
"277",276,2677,65,"Graduation","Together",46097,0,1,"3/31/13",11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,"SA",1,241,10,"Boomers","Lower-Middle"
"278",277,252,58,"PhD","Divorced",41003,0,0,"3/17/13",11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,0,"SA",0,601,16,"Gen-X","Lower-Middle"
"279",278,9860,62,"Graduation","Together",44911,0,1,"3/15/13",11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,"SP",1,215,9,"Boomers","Lower-Middle"
"280",279,1388,46,"Graduation","Single",33249,1,0,"2/20/13",11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,"AUS",1,112,6,"Gen-X","Lower-Middle"
"281",280,979,46,"Graduation","Single",33249,1,0,"2/20/13",11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,"SP",1,112,6,"Gen-X","Lower-Middle"
"282",281,7494,71,"PhD","Divorced",42873,1,1,"1/21/13",11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,"CA",2,269,11,"Boomers","Lower-Middle"
"283",282,10490,52,"PhD","Married",51039,1,1,"12/10/12",11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,"AUS",2,417,12,"Gen-X","Middle"
"284",283,3403,63,"PhD","Together",78952,0,1,"9/24/12",11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,"SP",1,2092,19,"Boomers","Middle"
"285",284,2715,55,"Master","Divorced",29435,1,1,"8/6/12",11,70,3,37,4,2,64,4,3,2,2,9,0,0,0,0,0,1,0,"CA",2,180,7,"Gen-X","Poor"
"286",285,4828,67,"Graduation","Divorced",79865,0,1,"6/18/14",12,71,99,278,185,121,38,1,5,10,5,1,0,0,0,0,0,0,0,"SA",1,792,20,"Boomers","Middle"
"287",286,92,33,"Graduation","Alone",34176,1,0,"5/12/14",12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,"CA",1,89,7,"Millennials","Lower-Middle"
"288",287,3312,33,"Graduation","Single",34176,1,0,"5/12/14",12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,"IND",1,89,7,"Millennials","Lower-Middle"
"289",288,11176,51,"PhD","Together",65968,0,1,"5/12/14",12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,"CA",1,495,16,"Gen-X","Middle"
"290",289,1446,65,"Master","Single",86424,0,0,"4/5/14",12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,"SA",0,1226,27,"Boomers","Middle"
